Gene_symbol	Module_assignment
CTSC	Not significant
CTSD	Mono late up
CTSH	Not significant
CTSK	Mono late down
CTSL	Mono late up
CTSO	Not significant
CTSS	Mono late down
CTSW	Global late down
CTSZ	Not significant
CTU2	Not significant
CUEDC2	Not significant
CUL1	Mono late up
CUL2	Not significant
CUL3	Not significant
CUL4A	Not significant
CUL4B	Not significant
CUL5	Not significant
CUL7	Not significant
CUL9	Not significant
CUTA	Not significant
CUTL1	Not significant
CWC15	Not significant
CWC22	Not significant
CWC25	Not significant
CWC27	Not significant
CWF19L1	Not significant
CXCR4	B/T early up
CXCR5	Not significant
CXHXorf38	Not significant
CXHXorf40A	Not significant
CXHXorf65	Not significant
CXXC1	NK mid up
CXXC5	Not significant
CYB5A	Not significant
CYB5B	Not significant
CYB5D2	Not significant
CYB5R3	Not significant
CYB5R4	Not significant
CYBA	Mono early up
CYC1	Not significant
CYFIP2	B down
CYHR1	Not significant
CYLD	Not significant
CYP20A1	Not significant
CYP2R1	Not significant
CYP51A1	Not significant
CYSLTR1	Not significant
CYTH1	B down
CYTH2	Not significant
CYTIP	B/T early up
DAAM1	Global down
DACT1	Not significant
DAD1	Not significant
DAG1	Not significant
DALRD3	Not significant
DAP	Not significant
DAP3	Not significant
DAPK2	Not significant
DARS	Lymph late up
DAXX	Not significant
DAZAP1	Not significant
DBF4	Not significant
DBI	B down
DBN1	Not significant
DBNL	Mono early down
DBP	Not significant
DBR1	Not significant
DCAF1	Not significant
DCAF11	Not significant
DCAF12	Not significant
DCAF15	Not significant
DCAF16	Not significant
DCAF17	Not significant
DCAF4	Not significant
DCAF5	Not significant
DCAF6	Not significant
DCAF7	Not significant
DCLRE1B	Not significant
DCLRE1C	Not significant
DCP1A	Not significant
DCP1B	Not significant
DCP2	Not significant
DCPS	Not significant
DCTD	Not significant
DCTN1	Not significant
DCTN2	Not significant
DCTN4	Not significant
DCTN5	Not significant
DCTN6	Not significant
DCTPP1	Not significant
DCUN1D1	Not significant
DCUN1D2	Not significant
DCUN1D4	Not significant
DCUN1D5	Not significant
DCXR	Not significant
DDA1	Not significant
DDB1	Not significant
DDB2	Not significant
DDHD1	Not significant
DDHD2	Not significant
DDIT3	Mono late down
DDIT4	Not significant
DDOST	Not significant
DDRGK1	Not significant
DDT	Not significant
DDX1	Global down
DDX10	Not significant
DDX17	Global late down
DDX18	Not significant
DDX19B	Not significant
DDX21	Lymph late up
DDX23	Not significant
DDX24	NK mid up
DDX27	Not significant
DDX28	Not significant
DDX31	Not significant
DDX39A	Not significant
DDX3X	B/T early up
DDX3Y	Mono early down
DDX41	Not significant
DDX42	Global down
DDX46	Mono early down
DDX47	Not significant
DDX49	Not significant
DDX5	Mono late down
DDX50	Mono late down
DDX52	Not significant
DDX54	Mono late down
DDX55	Not significant
DDX56	Not significant
DDX58	Global up
DDX59	Not significant
DDX6	Not significant
DDX60	Global up
DDX60L	Global up
DEAF1	Not significant
DECR1	Not significant
DECR2	Not significant
DEDD	Not significant
DEDD2	Not significant
DEF6	Not significant
DEF8	Not significant
DEGS1	Not significant
DEK	Global up
DENND1B	Not significant
DENND1C	Not significant
DENND4A	B down
DENND4B	Not significant
DENND4C	Not significant
DENND5A	Not significant
DENND6A	Not significant
DENND6B	Not significant
DENR	Not significant
DEPDC5	Not significant
DERL1	Not significant
DERL2	Not significant
DESI2	Not significant
DET1	Not significant
DGAT1	Not significant
DGCR6	Not significant
DGCR8	Not significant
DGKA	Lymph late up
DGKD	B down
DGKZ	Global down
DGLUCY	Not significant
DGUOK	Not significant
DHDDS	Global up
DHODH	Not significant
DHPS	Not significant
DHRS1	Not significant
DHRS13	Not significant
DHRS3	Not significant
DHRS4	Not significant
DHRS7	Mono early up
DHX15	Not significant
DHX16	Not significant
DHX29	Not significant
DHX30	Not significant
DHX32	Not significant
DHX33	Not significant
DHX35	Not significant
DHX36	Not significant
DHX37	Not significant
DHX38	Not significant
DHX57	Not significant
DHX58	Global up
DHX8	Not significant
DHX9	Not significant
DIABLO	Not significant
DIAPH1	Global down
DIAPH2	Not significant
DICER1	Not significant
DIDO1	Not significant
DIEXF	Not significant
DIP2A	Not significant
DIP2C	Not significant
DIS3	Not significant
DIS3L	Not significant
DIS3L2	Not significant
DISP1	Not significant
DKC1	Not significant
DLAT	Not significant
DLD	Not significant
DLG1	Not significant
DLG3	Not significant
DLGAP4	Not significant
DLST	Not significant
DMAC1	Not significant
DMAC2	Not significant
DMAP1	Global up
DMTF1	Mono late down
DMXL1	Not significant
DNAAF2	Not significant
DNAAF5	Not significant
DNAJA1	Mono early down
DNAJA2	Not significant
DNAJA4	Not significant
DNAJB1	Not significant
DNAJB11	Not significant
DNAJB12	Not significant
DNAJB14	Not significant
DNAJB4	Not significant
DNAJB6	Not significant
DNAJC1	Mono late down
DNAJC10	Not significant
DNAJC11	Not significant
DNAJC13	Not significant
DNAJC15	Not significant
DNAJC16	Not significant
DNAJC17	Not significant
DNAJC19	Not significant
DNAJC2	Not significant
DNAJC21	Not significant
DNAJC24	Not significant
DNAJC25	Mono early up
DNAJC27	Not significant
DNAJC4	Not significant
DNAJC7	Not significant
DNAJC8	Not significant
DNAJC9	Not significant
DNAL4	Not significant
DNASE1L1	Global late down
DNLZ	Not significant
DNM1L	Not significant
DNM2	Not significant
DNM3	Not significant
DNMBP	Not significant
DNMT1	Lymph late up
DNMT3A	Global down
DNPEP	Mono late up
DNTTIP1	Not significant
DOCK1	Not significant
DOCK10	Not significant
DOCK11	Mono early down
DOCK3	Not significant
DOCK8	Not significant
DOCK9	Not significant
DOK1	Not significant
DOK2	Not significant
DOPEY1	Not significant
DOPEY2	Not significant
DOT1L	Not significant
DPCD	Not significant
DPEP2	Global late down
DPF2	Not significant
DPH2	Not significant
DPH3	Mono early up
DPH5	Not significant
DPH6	Not significant
DPM1	Not significant
DPM2	Not significant
DPM3	Not significant
DPP3	Not significant
DPP4	Lymph late up
DPP7	Not significant
DPP8	Not significant
DPP9	Not significant
DPY19L4	Not significant
DPY30	Not significant
DPYSL2	Not significant
DPYSL4	Not significant
DRAP1	Mono late up
DRG1	Not significant
DRG2	Not significant
DROSHA	Not significant
DSN1	Not significant
DST	Mono early down
DSTN	Not significant
DSTYK	Not significant
DTD1	Not significant
DTNB	Not significant
DTNBP1	Not significant
DTX2	Not significant
DTX3	Not significant
DUS1L	Not significant
DUS2	Not significant
DUS3L	Not significant
DUSP10	Not significant
DUSP11	Not significant
DUSP16	Not significant
DUSP18	Not significant
DUSP22	Not significant
DUSP23	Not significant
DUSP6	Mono late down
DYM	Not significant
DYNC1H1	Global down
DYNC1I2	Not significant
DYNC1LI1	Not significant
DYNC1LI2	Not significant
DYNC2H1	Not significant
DYNLL1	Mono late up
DYNLL2	Not significant
DYNLRB1	B down
DYNLT1	Mono late up
DYNLT3	Not significant
DYRK1A	Not significant
DYRK1B	Not significant
DYRK2	Global late down
DZIP3	Not significant
E2F3	Not significant
E2F4	Not significant
E4F1	Not significant
EAPP	Not significant
EBAG9	Not significant
EBNA1BP2	Not significant
EBP	Not significant
ECD	Not significant
ECE1	Not significant
ECHDC1	Not significant
ECHS1	Not significant
ECI1	Not significant
ECI2	Not significant
ECPAS	Not significant
ECSIT	Not significant
EDC4	Not significant
EDEM2	Not significant
EDEM3	Not significant
EDF1	Not significant
EDRF1	Not significant
EEA1	Not significant
EED	Not significant
EEF1A1	Global late down
EEF1AKMT1	Not significant
EEF1B2	Global late down
EEF1D	Global late down
EEF1E1	Not significant
EEF1G	Global late down
EEF2	Global late down
EEF2K	Not significant
EEPD1	Not significant
EFCAB8	Not significant
EFCC1	Not significant
EFEMP2	Not significant
EFL1	Not significant
EFR3A	NK mid up
EFTUD2	Not significant
EGLN1	Not significant
EGLN2	Not significant
EGLN3	Not significant
EGR1	Mono late down
EGR2	Mono late down
EHBP1	Not significant
EHBP1L1	Not significant
EHD1	Not significant
EHD4	Not significant
EHMT1	Not significant
EHMT2	Not significant
EI24	Not significant
EIF1AD	Not significant
EIF1AX	Not significant
EIF1B	Not significant
EIF2A	Mono late down
EIF2AK1	Not significant
EIF2AK2	Global up
EIF2AK3	Not significant
EIF2AK4	Mono early down
EIF2B1	Not significant
EIF2B3	Not significant
EIF2B4	Not significant
EIF2B5	Not significant
EIF2D	Not significant
EIF2S1	Not significant
EIF2S2	Mono late up
EIF3A	Mono early down
EIF3B	Not significant
EIF3C	Mono early down
EIF3D	Global down
EIF3E	Global late down
EIF3F	Global late down
EIF3G	Global down
EIF3H	Mono late down
EIF3I	Not significant
EIF3J	Not significant
EIF3K	Global late down
EIF3M	Mono late down
EIF4A1	Mono late down
EIF4A2	NK mid up
EIF4A3	Not significant
EIF4B	Mono late down
EIF4E2	Not significant
EIF4E3	Not significant
EIF4EBP1	Not significant
EIF4ENIF1	Not significant
EIF4G1	Lymph late up
EIF4G2	B down
EIF4G3	Not significant
EIF4H	Mono late down
EIF5	B/T early up
EIF5A	Not significant
EIF5B	Lymph late up
EIPR1	Not significant
ELAC1	Not significant
ELAC2	Not significant
ELAVL1	Not significant
ELF1	B/T early up
ELF2	Not significant
ELF4	Not significant
ELK1	Not significant
ELK3	Not significant
ELK4	Not significant
ELL	Not significant
ELMO1	Not significant
ELMO2	Not significant
ELMOD3	Not significant
ELMSAN1	Mono late down
ELOA	Not significant
ELOC	Not significant
ELOVL5	Not significant
ELP1	Not significant
ELP2	Not significant
ELP3	Not significant
ELP5	Not significant
EMB	Not significant
EMC2	Not significant
EMC3	Not significant
EMC6	Not significant
EMC7	Not significant
EMC8	Not significant
EMC9	Not significant
EMD	Not significant
EMG1	Not significant
EML3	Not significant
EML4	Global down
EMP3	Not significant
EMSY	Not significant
ENDOD1	Not significant
ENDOG	Not significant
ENGASE	Not significant
ENO1	Mono late up
ENO2	Not significant
ENOX2	Not significant
ENSA	Mono late up
ENSMMUG00000000012	Not significant
ENSMMUG00000000201	Global down
ENSMMUG00000000249	Not significant
ENSMMUG00000000311	Not significant
ENSMMUG00000000331	Not significant
ENSMMUG00000000397	Not significant
ENSMMUG00000000428	Not significant
ENSMMUG00000000558	Not significant
ENSMMUG00000000663	Not significant
ENSMMUG00000000671	NK mid up
ENSMMUG00000000700	Mono late down
ENSMMUG00000000790	Not significant
ENSMMUG00000000801	Not significant
ENSMMUG00000000881	Not significant
ENSMMUG00000000983	Not significant
ENSMMUG00000001053	Not significant
ENSMMUG00000001200	Not significant
ENSMMUG00000001210	Not significant
ENSMMUG00000001239	Not significant
ENSMMUG00000001270	Not significant
ENSMMUG00000001354	Lymph late up
ENSMMUG00000001376	Not significant
ENSMMUG00000001401	Not significant
ENSMMUG00000001408	Mono early down
ENSMMUG00000001411	Not significant
ENSMMUG00000001549	Not significant
ENSMMUG00000001647	Not significant
ENSMMUG00000001884	B/T early up
ENSMMUG00000001925	Not significant
ENSMMUG00000001983	Not significant
ENSMMUG00000002003	Not significant
ENSMMUG00000002005	Global down
ENSMMUG00000002029	Not significant
ENSMMUG00000002083	Not significant
ENSMMUG00000002111	Not significant
ENSMMUG00000002153	Not significant
ENSMMUG00000002162	Not significant
ENSMMUG00000002180	Not significant
ENSMMUG00000002194	Mono late up
ENSMMUG00000002237	Not significant
ENSMMUG00000002246	Not significant
ENSMMUG00000002273	Not significant
ENSMMUG00000002324	Not significant
ENSMMUG00000002354	Not significant
ENSMMUG00000002374	Not significant
ENSMMUG00000002380	Not significant
ENSMMUG00000002538	Not significant
ENSMMUG00000002563	Not significant
ENSMMUG00000002668	Not significant
ENSMMUG00000002704	Global down
ENSMMUG00000002728	Not significant
ENSMMUG00000002859	Not significant
ENSMMUG00000002880	Not significant
ENSMMUG00000002920	Not significant
ENSMMUG00000002926	Not significant
ENSMMUG00000002989	Global late down
ENSMMUG00000003030	Not significant
ENSMMUG00000003073	Global late down
ENSMMUG00000003076	Not significant
ENSMMUG00000003187	Mono late up
ENSMMUG00000003234	Not significant
ENSMMUG00000003272	Global up
ENSMMUG00000003308	Not significant
ENSMMUG00000003339	Not significant
ENSMMUG00000003403	Not significant
ENSMMUG00000003542	Not significant
ENSMMUG00000003552	Not significant
ENSMMUG00000003629	Global up
ENSMMUG00000003646	Not significant
ENSMMUG00000003664	Mono early down
ENSMMUG00000003701	Not significant
ENSMMUG00000003835	Not significant
ENSMMUG00000003857	Not significant
ENSMMUG00000004059	Global late down
ENSMMUG00000004089	Not significant
ENSMMUG00000004127	Not significant
ENSMMUG00000004186	Global down
ENSMMUG00000004387	Not significant
ENSMMUG00000004400	Not significant
ENSMMUG00000004439	Not significant
ENSMMUG00000004511	Not significant
ENSMMUG00000004545	Not significant
ENSMMUG00000004571	Not significant
ENSMMUG00000004754	Not significant
ENSMMUG00000004863	Not significant
ENSMMUG00000004935	Mono late up
ENSMMUG00000004941	Not significant
ENSMMUG00000005007	Not significant
ENSMMUG00000005139	Not significant
ENSMMUG00000005236	Not significant
ENSMMUG00000005253	Not significant
ENSMMUG00000005293	Not significant
ENSMMUG00000005314	Not significant
ENSMMUG00000005348	Not significant
ENSMMUG00000005553	Not significant
ENSMMUG00000005593	Not significant
ENSMMUG00000005595	Not significant
ENSMMUG00000005659	Not significant
ENSMMUG00000005754	Not significant
ENSMMUG00000005880	Not significant
ENSMMUG00000005919	Not significant
ENSMMUG00000005958	Global late down
ENSMMUG00000006148	Not significant
ENSMMUG00000006283	Not significant
ENSMMUG00000006293	Not significant
ENSMMUG00000006343	Not significant
ENSMMUG00000006383	Global down
ENSMMUG00000006443	Not significant
ENSMMUG00000006463	Global down
ENSMMUG00000006499	Mono early down
ENSMMUG00000006514	Not significant
ENSMMUG00000006608	Not significant
ENSMMUG00000006718	Not significant
ENSMMUG00000006747	Not significant
ENSMMUG00000006854	Not significant
ENSMMUG00000006855	Not significant
ENSMMUG00000006919	Not significant
ENSMMUG00000006971	Not significant
ENSMMUG00000006979	Not significant
ENSMMUG00000006987	Not significant
ENSMMUG00000007421	Not significant
ENSMMUG00000007426	Not significant
ENSMMUG00000007475	Not significant
ENSMMUG00000007536	Global down
ENSMMUG00000007732	Not significant
ENSMMUG00000007833	Not significant
ENSMMUG00000007939	Not significant
ENSMMUG00000007970	Not significant
ENSMMUG00000008097	Not significant
ENSMMUG00000008124	Not significant
ENSMMUG00000008173	Not significant
ENSMMUG00000008222	Lymph late up
ENSMMUG00000008285	Not significant
ENSMMUG00000008295	Not significant
ENSMMUG00000008378	Not significant
ENSMMUG00000008396	Not significant
ENSMMUG00000008417	Not significant
ENSMMUG00000008435	B/T early up
ENSMMUG00000008459	Not significant
ENSMMUG00000008525	Not significant
ENSMMUG00000008604	Mono early up
ENSMMUG00000008632	Not significant
ENSMMUG00000008642	Not significant
ENSMMUG00000008667	Not significant
ENSMMUG00000008695	Not significant
ENSMMUG00000008755	Not significant
ENSMMUG00000009155	Not significant
ENSMMUG00000009272	Not significant
ENSMMUG00000009302	Not significant
ENSMMUG00000009406	Not significant
ENSMMUG00000009425	Not significant
ENSMMUG00000009671	Not significant
ENSMMUG00000009948	Global down
ENSMMUG00000010011	Not significant
ENSMMUG00000010062	Not significant
ENSMMUG00000010070	Not significant
ENSMMUG00000010180	Not significant
ENSMMUG00000010226	Mono late up
ENSMMUG00000010236	Not significant
ENSMMUG00000010253	Not significant
ENSMMUG00000010387	Not significant
ENSMMUG00000010392	Global late down
ENSMMUG00000010418	Not significant
ENSMMUG00000010459	Not significant
ENSMMUG00000010556	Not significant
ENSMMUG00000010603	Not significant
ENSMMUG00000010691	B/T early up
ENSMMUG00000010828	Not significant
ENSMMUG00000010892	Not significant
ENSMMUG00000011229	Not significant
ENSMMUG00000011244	Not significant
ENSMMUG00000011287	Global down
ENSMMUG00000011293	Not significant
ENSMMUG00000011336	Global down
ENSMMUG00000011422	Not significant
ENSMMUG00000011468	Not significant
ENSMMUG00000011604	Not significant
ENSMMUG00000011711	Not significant
ENSMMUG00000011714	Not significant
ENSMMUG00000011787	Not significant
ENSMMUG00000011806	Not significant
ENSMMUG00000011871	Not significant
ENSMMUG00000011880	Not significant
ENSMMUG00000011896	Not significant
ENSMMUG00000012047	NK mid up
ENSMMUG00000012081	Not significant
ENSMMUG00000012140	B/T early up
ENSMMUG00000012179	Not significant
ENSMMUG00000012203	Not significant
ENSMMUG00000012291	Not significant
ENSMMUG00000012367	Not significant
ENSMMUG00000012397	Not significant
ENSMMUG00000012474	Not significant
ENSMMUG00000012525	Not significant
ENSMMUG00000012537	Not significant
ENSMMUG00000012709	Not significant
ENSMMUG00000012843	Not significant
ENSMMUG00000012956	Not significant
ENSMMUG00000013059	Not significant
ENSMMUG00000013060	Not significant
ENSMMUG00000013126	Not significant
ENSMMUG00000013136	Mono late down
ENSMMUG00000013256	Global up
ENSMMUG00000013257	Global up
ENSMMUG00000013258	Not significant
ENSMMUG00000013343	Not significant
ENSMMUG00000013388	B/T early up
ENSMMUG00000013949	Not significant
ENSMMUG00000014083	Not significant
ENSMMUG00000014256	Global late down
ENSMMUG00000014352	Not significant
ENSMMUG00000014418	Not significant
